User,Text,Date,Retweets,Favorites
SpeakerRyan,"RT @HouseGOP: Starting soon @SpeakerRyan @GOPLeader @SteveScalise @cathymcmorris @RepFredUpton @RepTimMurphy #Curesnow #mentalhealth https:…","Wed Nov 30 15:00:24 +0000 2016",12,0
SpeakerRyan,"RT @RepTimMurphy: I’m joining @SpeakerRyan @GOPLeader @SteveScalise @RepFredUpton at 10AM 2 talk #mentalhealth and #Curesnow WATCH: https:/…","Wed Nov 30 14:47:45 +0000 2016",24,0
SpeakerRyan,"RT @GOPLeader: I designed the 2017 House Calendar to provide ample time to enact a conservative agenda. #BetterWay #MAGA 🇺🇸 https://t.co/77…","Wed Nov 30 14:42:13 +0000 2016",28,0
SpeakerRyan,"Tune in live to our weekly @HouseGOP press briefing at 10:00am ET → https://t.co/RrNzrxPmYU","Wed Nov 30 14:24:28 +0000 2016",25,68
SpeakerRyan,"Right now, there are 10,000 known diseases. We only have treatments for 500 of them. #CuresNow will close that gap.… https://t.co/DXk0sWc6j4","Wed Nov 30 13:37:56 +0000 2016",109,212
SpeakerRyan,"Together with @realDonaldTrump and @RepTomPrice, we will fix our nation's health care challenges. https://t.co/mRUBtwo6Tq","Wed Nov 30 12:52:23 +0000 2016",79,300
SpeakerRyan,"RT to agree → Israeli-Palestinian peace must be achieved through negotiations—not imposed by the #UN. https://t.co/5oo828thjv","Wed Nov 30 03:00:35 +0000 2016",335,444
SpeakerRyan,"RT @RepPeteOlson: There’s a #BetterWay to create jobs, raise wages &amp; expand opportunity. https://t.co/BpCMUgnRpl","Wed Nov 30 02:44:25 +0000 2016",23,0
SpeakerRyan,"Elaine Chao is a conservative reformer with unrivaled experience &amp; passion for improving lives of working families. https://t.co/UNcU4P4LOu","Wed Nov 30 01:49:04 +0000 2016",88,363
SpeakerRyan,"RT @RepTomEmmer: Our nation’s complicated and burdensome tax code has been hurting families and small businesses. I believe there is a #Bet…","Wed Nov 30 01:32:16 +0000 2016",75,0
SpeakerRyan,"RT @HouseForeign: House urges Obama admin to continue longstanding practice of vetoing one-sided, anti-Israel UN resolutions https://t.co/q…","Wed Nov 30 00:39:49 +0000 2016",46,0
SpeakerRyan,"NEWS → The House just unanimously passed bipartisan legislation urging President Obama to oppose anti-Israel effort… https://t.co/XVOsqL8yx7","Tue Nov 29 23:31:41 +0000 2016",328,702
SpeakerRyan,"Elaine Chao is an outstanding choice to serve as the next Secretary of Transportation.
 
My full statement ↓ https://t.co/rITyxMFb9r","Tue Nov 29 23:10:29 +0000 2016",130,455
SpeakerRyan,"Praying for those in harm's way and for the emergency responders who are doing all they can to keep folks safe. https://t.co/xENY3NAEzR","Tue Nov 29 22:51:01 +0000 2016",99,419
SpeakerRyan,"As a doctor, @RepTomPrice has practiced and taught medicine. He knows how Washington's decisions affect patients. https://t.co/mRUBtwo6Tq","Tue Nov 29 21:35:53 +0000 2016",194,497
SpeakerRyan,"Tune in at 10am ET tomorrow. https://t.co/RrNzrxPmYU https://t.co/Hkyrw07iEa","Tue Nov 29 21:18:26 +0000 2016",16,59
SpeakerRyan,"RT @JimPressOffice: .@HouseGOP have a #BetterWay forward on tax reform for a more #ConfidentAmerica. https://t.co/vuqJcg41V5","Tue Nov 29 20:54:57 +0000 2016",20,0
SpeakerRyan,"RT @RepHartzler: In a Confident America, the tax code and the IRS work for us, not against us. #BetterWay https://t.co/uYMV6KIrk5","Tue Nov 29 20:26:50 +0000 2016",52,0
SpeakerRyan,"RT @JimPressOffice: See the Republican plan for a better America at https://t.co/IIxFhgqTUz #BetterWay #ConfidentAmerica https://t.co/xwVQ9…","Tue Nov 29 20:11:39 +0000 2016",47,0
SpeakerRyan,"RT @WaysandMeansGOP: There's a #BetterWay to ensure that competition is based on quality, price, &amp; service — not unnecessary tax barriers h…","Tue Nov 29 19:56:30 +0000 2016",43,0
SpeakerRyan,"RT @RepPeteOlson: Are we going to continue to stand by a failing system that isn’t working to meet our needs? → https://t.co/2SzvBWC5SV htt…","Tue Nov 29 19:41:00 +0000 2016",22,0
SpeakerRyan,"RT @GOPLeader: We have the ability to put America on a stronger path forward. It starts with economic growth. #BetterWay https://t.co/mahPg…","Tue Nov 29 19:25:43 +0000 2016",79,0
SpeakerRyan,"RT @virginiafoxx: #ABetterWay forward on tax reform https://t.co/v6RtR6GqfU","Tue Nov 29 19:10:16 +0000 2016",21,0
SpeakerRyan,"Under #Obamacare, 31% of counties in America have only one choice of a health care plan. That’s NOT a choice. That’… https://t.co/SYFnKesC1j","Tue Nov 29 17:31:58 +0000 2016",505,1218
SpeakerRyan,"RT @WarrenDavidson: Obamacare has given us many markets where people are only offered one provider. That's not a choice. It's a monopoly. h…","Tue Nov 29 17:15:54 +0000 2016",73,0
SpeakerRyan,"RT @RepMimiWalters: Obamacare is failing. @HouseGOP offers a #BetterWay to ensure all Americans have access to quality, affordable healthca…","Tue Nov 29 17:00:46 +0000 2016",31,0
SpeakerRyan,".@RepTomPrice has played a leading role in developing conservative health care solutions that put patients first. https://t.co/mRUBtwFHKY","Tue Nov 29 16:14:15 +0000 2016",86,271
SpeakerRyan,"RT @KeithRothfus: @HouseGOP wants a simpler, fairer, pro-growth tax code that
serves the American taxpayer. #BetterWay https://t.co/mFoB6RT…","Tue Nov 29 15:58:45 +0000 2016",45,0
SpeakerRyan,"RT @RepGoodlatte: Column: Putting a Curfew on Midnight Rules - part of House #BetterWay agenda to restore common sense to reg system. https…","Tue Nov 29 15:43:36 +0000 2016",25,0
SpeakerRyan,"RT @RepRichHudson: Congrats, @RepTomPrice! Great pick by @realDonaldTrump to lead @HHSGov. We're ready to get to work to on a #BetterWay fo…","Tue Nov 29 15:28:24 +0000 2016",70,0
SpeakerRyan,"RT @virginiafoxx: Agree with @SpeakerRyan that we could not ask for a better partner than @RepTomPrice to work with Congress to fix our hea…","Tue Nov 29 15:13:13 +0000 2016",36,0
SpeakerRyan,"RT @ABCPolitics: MORE: @SpeakerRyan calls Tom Price ""the absolute perfect choice"" for Health and Human Services Secretary https://t.co/cxiQ…","Tue Nov 29 14:50:02 +0000 2016",66,0
SpeakerRyan,".@RepTomPrice has made health care his life's work. He is the absolute perfect choice for HHS Secretary.

My full s… https://t.co/AUAQa7S3oz","Tue Nov 29 12:58:10 +0000 2016",404,1008
SpeakerRyan,"Great news for America's veterans → Today, @RepDavidYoung's bill to ensure no call to the #Veterans Crisis Line goes unanswered became law.","Tue Nov 29 00:18:33 +0000 2016",129,364
SpeakerRyan,"Here’s what an #Obamacare replacement looks like: 
✓ More choices
✓ More competition
✓ Patient-centered, not Washin… https://t.co/N6nsP3Vnop","Mon Nov 28 21:47:14 +0000 2016",457,1410
SpeakerRyan,"Being speaker is a unique job. That’s why I always enjoy meeting with fellow speakers from around the world, this t… https://t.co/fnN9GevB76","Mon Nov 28 21:24:00 +0000 2016",43,247
SpeakerRyan,"RT @RepBillFlores: My latest column discusses how #BetterWay agenda provides an excellent road map to restore confidence in America. 
https…","Mon Nov 28 21:07:46 +0000 2016",19,0
SpeakerRyan,"RT @SteveScalise: ICYMI: @RepKevinBrady's great op-ed on how the #BetterWay tax overhaul is a game changer for small businesses. 
https://t…","Mon Nov 28 20:52:30 +0000 2016",32,0
SpeakerRyan,"We’re focused on how we get #Obamacare repealed and what we replace it with so we can get relief to the American pe… https://t.co/B1qUoeL9r5","Mon Nov 28 19:50:36 +0000 2016",190,738
SpeakerRyan,"Look forward to signing and sending a lot more bills to the White House next year. https://t.co/MxTQJCGLLL ✒️ https://t.co/1vLXBnTmRI","Mon Nov 28 18:56:21 +0000 2016",122,572
SpeakerRyan,"We’re going to start off 2017 right by working to restore the power of the purse to the legislative branch.… https://t.co/vuwE1o4rXe","Mon Nov 28 17:57:51 +0000 2016",182,723
SpeakerRyan,"RT @WaysandMeansGOP: There is a #BetterWay for people to start and grow their own small business. https://t.co/Xg6eE0Cbvp","Mon Nov 28 17:42:19 +0000 2016",29,0
SpeakerRyan,"RT @RepSteveStivers: Thoughts and prayers to those affected by the situation at Ohio State. Be safe, and continue to follow @OSU_EMFP for m…","Mon Nov 28 16:57:19 +0000 2016",85,0
SpeakerRyan,"#Obamacare is failing. We’ve got to #RepealAndReplace it with a law that actually works. https://t.co/WE6Ij3cgrv","Mon Nov 28 14:03:53 +0000 2016",245,769
SpeakerRyan,"We have to deal with the drivers of our debt. https://t.co/Lv6FR1RIlH","Mon Nov 28 13:09:22 +0000 2016",72,288
SpeakerRyan,"#Obamacare =
→ Double-digit premium increases, year after year
→ Rising deductibles
→ Only 1 choice of a plan in 31… https://t.co/ANGqDG9Dix","Mon Nov 28 02:48:54 +0000 2016",331,758
SpeakerRyan,"RT @JohnCornyn: With a little help from their friends in the Senate https://t.co/RHa5WTKZF9","Mon Nov 28 02:16:59 +0000 2016",94,0
SpeakerRyan,"RT @USRepRodney: The last thing economy needs is  regulations pushed through at 11th hour. To spur growth we passed bill 2 block them https…","Mon Nov 28 02:01:10 +0000 2016",101,0
SpeakerRyan,"The House is taking action to stop midnight regulations in the final days of the Obama administration. https://t.co/FsBSjFnZ4I","Sun Nov 27 21:00:56 +0000 2016",785,2032
SpeakerRyan,"#Iran continues to finance terrorism, test-fire ballistic missiles, and violate the nuclear agreement. https://t.co/opEH7f0m88","Sun Nov 27 18:41:16 +0000 2016",290,402
SpeakerRyan,"Let’s not forget that we have been in a slow-growth economy for far too long. We’ve just been limping along, nowher… https://t.co/dj6aMpvA59","Sun Nov 27 16:53:26 +0000 2016",288,1048
SpeakerRyan,"Much work remains to secure the freedom of the Cuban people, and the US must be fully committed to that work. https://t.co/O1nnKT8hKS","Sun Nov 27 15:39:12 +0000 2016",118,387
SpeakerRyan,"We are working hand-in-glove from the start to hit the ground running with a unified #Republican government. https://t.co/nw37Hu7XS3","Sun Nov 27 14:18:53 +0000 2016",185,846
SpeakerRyan,"Today let us reflect on the memory and sacrifices of all those who have suffered under the Castros. https://t.co/O1nnKT8hKS","Sat Nov 26 22:10:26 +0000 2016",479,1348
SpeakerRyan,"RT @cathymcmorris: This #SmallBusinessSaturday, we've got a #BetterWay plan to help bolster #SmallBiz. Find out more at https://t.co/I7nhEF…","Sat Nov 26 21:51:58 +0000 2016",52,0
SpeakerRyan,"RT @RodneyDavis: Since 2008, more sm biz are closing than opening. We have a #BetterWay to help on this #SmBizSat https://t.co/hLVCRzbgJg","Sat Nov 26 21:35:17 +0000 2016",44,0
SpeakerRyan,"RT @RepSteveChabot: There is a #BetterWay for #SmallBiz. My thoughts on @ForbesOpinion &amp; @Forbes. https://t.co/np4Ke45SD3","Sat Nov 26 21:19:02 +0000 2016",24,0
SpeakerRyan,"RT @RepTomPrice: What’s good for #smallbiz is good for #America. That’s why our #BetterWay plan helps #smallbiz &amp; reminder #SmallBusinessSa…","Sat Nov 26 20:59:09 +0000 2016",49,0
SpeakerRyan,"Now that Fidel Castro is dead, the cruelty and oppression of his regime should die with him. 

My full statement ↓… https://t.co/UK8NDAdXKF","Sat Nov 26 15:47:31 +0000 2016",1148,2430
SpeakerRyan,"RT @HouseSmallBiz: Don't forget to #ShopSmall today! #SmallBiz is the keystone of the American economy. https://t.co/p6smLAteM6","Sat Nov 26 14:30:16 +0000 2016",96,0
SpeakerRyan,"Unelected bureaucrats in Washington, DC, have been given far too much power. It’s time to restore the separation of… https://t.co/V0lEZQFWVk","Sat Nov 26 01:37:23 +0000 2016",587,1882
SpeakerRyan,"RT @cathymcmorris: Excessive government regulation often disproportionately impacts our small businesses. That’s why we have to regulate sm…","Sat Nov 26 01:18:18 +0000 2016",99,0
SpeakerRyan,".@realDonaldTrump deserves the opportunity to assess US policy toward #Iran without interference from Pres. Obama. https://t.co/9btG8qqbXO","Fri Nov 25 21:23:06 +0000 2016",335,818
SpeakerRyan,"A unified Republican government offers the people a #BetterWay to address some of our biggest challenges. https://t.co/5yTS0Oz3Z5","Fri Nov 25 21:01:08 +0000 2016",121,489
SpeakerRyan,"RT @SteveScalise: Our #BetterWay has ten ways to get rid of government regulations. It's time to roll back the job-killing red tape.
https:…","Fri Nov 25 20:43:00 +0000 2016",59,0
SpeakerRyan,"RT @WaysandMeansGOP: Today’s policies put “Made in America” products at a disadvantage. There is a #BetterWay to level the playing field. h…","Fri Nov 25 20:26:57 +0000 2016",51,0
SpeakerRyan,"RT @USRepRodney: Day after holiday is a good day to explore a #BetterWay &amp; learn abt @HouseGOP new agenda starting in January! Visit https:…","Fri Nov 25 20:11:03 +0000 2016",23,0
SpeakerRyan,"RT @cathymcmorris: Our #BetterWay agenda sets the table for next year. With some #GOPUnity, we can work to make these ideas a reality.","Fri Nov 25 19:31:11 +0000 2016",15,0
SpeakerRyan,"We're going to hit the ground running, get this country turned around, and make America great again.… https://t.co/cUPpNkaFGN","Fri Nov 25 17:22:21 +0000 2016",224,921
SpeakerRyan,"We are guided by belief in the dignity of every person, &amp; hope that we will leave our children w/ a stronger nation. https://t.co/tCc4Hc562d","Fri Nov 25 16:35:06 +0000 2016",98,379
SpeakerRyan,"In the weeks ahead, our mission is to set things on the right course. #BetterWay https://t.co/5yTS0OQFnF","Fri Nov 25 16:14:50 +0000 2016",43,211
SpeakerRyan,"We are committed to having a truly unified #Republican government—not just in name, but in real partnership. https://t.co/bOfW3oGiZC","Fri Nov 25 15:08:30 +0000 2016",225,998
SpeakerRyan,"RT @HouseGOP: Our plan for a #BetterWay offer a clear and compelling choice for our futures https://t.co/tkVecw4ItX","Fri Nov 25 13:42:43 +0000 2016",34,0
SpeakerRyan,"RT @HouseGOP: We're thankful for the men and women in uniform who fight for us, who spend the holiday away from home. #HappyThanksgiving ht…","Fri Nov 25 02:46:53 +0000 2016",174,0
SpeakerRyan,"RT @cathymcmorris: Today, I’m extra thankful for the opportunity that awaits us to work together to tackle the biggest challenges of our ti…","Fri Nov 25 02:29:34 +0000 2016",34,0
SpeakerRyan,"RT @HouseGOP: Happy Thanksgiving to you and yours! https://t.co/rGjMfTFdE0","Fri Nov 25 02:12:40 +0000 2016",59,0
SpeakerRyan,"Every year, my sister-in-law and I have a cook-off. I deep-fry. She roasts. Then the family decides who wins. https://t.co/3jExtDGXYy","Thu Nov 24 23:08:02 +0000 2016",319,1974
SpeakerRyan,"I'm thankful for my family, the men &amp; women in uniform who keep America safe, &amp; the opportunity to do big things wi… https://t.co/3jVjjs2i8m","Thu Nov 24 14:28:42 +0000 2016",579,2906
SpeakerRyan,"RT @HouseGOP: .@RepDougCollins wishes you and yours a Happy Thanksgiving Day in this week's Republican Address https://t.co/KiVtH9kb5X","Thu Nov 24 13:26:38 +0000 2016",60,0
SpeakerRyan,"Thrilled that @BetsyDeVos will be next Sec of Education. She's a true reformer, committed to #SchoolChoice &amp; more opportunity for children.","Thu Nov 24 02:47:18 +0000 2016",334,1322
SpeakerRyan,"So proud of my friend @nikkihaley. She is a visionary leader who gets things done and will be an excellent ambassador to the @UN.","Wed Nov 23 22:40:41 +0000 2016",336,1416
SpeakerRyan,"RT @WaysandMeansGOP: Ending the tax on “Made in America” products sets our manufacturers up for success around the world. Learn more: https…","Wed Nov 23 19:46:29 +0000 2016",94,0
SpeakerRyan,"Happy Thanksgiving! Here are a few of my favorite things about the holiday. https://t.co/rPZ4LcfrHP","Wed Nov 23 19:20:08 +0000 2016",391,1597
SpeakerRyan,"RT @WaysandMeansGOP: The House Republican Tax Reform Blueprint delivers a #BetterWay to strengthen America’s global competitiveness https:/…","Wed Nov 23 18:57:56 +0000 2016",34,0
SpeakerRyan,"We plan to turn President-elect @realDonaldTrump's victory into real progress for the American people. https://t.co/JUUX17tIkL","Wed Nov 23 16:29:02 +0000 2016",286,1205
SpeakerRyan,"The campaign is over. Now the real work begins. https://t.co/GRNiA3Qf5B","Wed Nov 23 15:42:31 +0000 2016",47,186
SpeakerRyan,".@RepDougCollins: A unified #Republican govt offers people a #BetterWay to address some of our biggest challenges. https://t.co/tCc4Hc562d","Wed Nov 23 15:00:43 +0000 2016",68,193
SpeakerRyan,"President Obama should abandon plans to bolster international investment in #Iran or weaken sanctions. https://t.co/yphdxksG8L","Wed Nov 23 14:10:49 +0000 2016",231,417
SpeakerRyan,"RT @HouseGOP: In the weekly Republican address, @RepDougCollins wants to wish you and yours a happy and healthy Thanksgiving. https://t.co/…","Wed Nov 23 13:50:47 +0000 2016",86,0
SpeakerRyan,"RT @cathymcmorris: Our #BetterWay agenda provides a list of ideas and a starting point to work with President-elect Trump to solve the big…","Wed Nov 23 13:34:45 +0000 2016",30,0
SpeakerRyan,"RT @repjohnkline: Thank you, Mr. Speaker! https://t.co/q9u7c9FXsC","Wed Nov 23 13:18:26 +0000 2016",15,0
SpeakerRyan,"RT @HouseGOP: We can complain about the path our nation is on, or we can take action to change it. We're taking action. #BetterWay https://…","Wed Nov 23 12:58:50 +0000 2016",56,0
SpeakerRyan,"President Obama tried to rush this rule out before leaving office. It is a disaster that would hurt the very people… https://t.co/JIf7MhwG18","Wed Nov 23 01:22:43 +0000 2016",627,1173
SpeakerRyan,"#POTUS should abandon any plans for new concessions to #Iran and sign an extension of the Iran Sanctions Act. https://t.co/pDsM9l0vOV","Tue Nov 22 23:14:23 +0000 2016",309,487
SpeakerRyan,".@repjohnkline faithfully served the people of Minnesota for 14 years. Congrats to him on his new portrait! https://t.co/6G930eAXgs","Tue Nov 22 22:52:34 +0000 2016",45,173
SpeakerRyan,"RT @HouseGOP: .@cathymcmorris: A #BetterWay to make unadoptable unacceptable https://t.co/Zzq785U5pP","Tue Nov 22 22:36:49 +0000 2016",30,0
SpeakerRyan,"RT @RepMimiWalters: POTUS should not make any concessions to Iran. National security is more important than a political legacy. @HouseGOP h…","Tue Nov 22 22:20:36 +0000 2016",93,0
SpeakerRyan,"RT @GOPLeader: Proud to join @SpeakerRyan and @RepEdRoyce to demand the Obama admin halt any plans for new concessions to #Iran. https://t.…","Tue Nov 22 20:15:57 +0000 2016",208,0
SpeakerRyan,"RT @RepEdRoyce: .@SpeakerRyan, @GOPLeader and I have written President Obama asking him to halt any plans for new concessions to #Iran. htt…","Tue Nov 22 19:40:13 +0000 2016",133,0
SpeakerRyan,"RT @HouseForeign: .@SpeakerRyan, @GOPLeader, @RepEdRoyce ask POTUS to halt any plans for new concessions to Iran https://t.co/xKdsmpymEP","Tue Nov 22 18:47:13 +0000 2016",57,0
SpeakerRyan,"BREAKING → I just sent a letter with @GOPLeader &amp; @RepEdRoyce to President Obama asking him to halt any plans for n… https://t.co/D6sAqPZl58","Tue Nov 22 16:28:51 +0000 2016",655,1182
SpeakerRyan,"The last thing we need is more regulations pushed through at the 11th hour. That's why the House passed a bill to b… https://t.co/IcVYwkdUL7","Tue Nov 22 13:53:09 +0000 2016",590,1872
SpeakerRyan,"RT if you agree → President Obama should not issue any new regulations in his final days in office. https://t.co/5T3f8yVfUg","Tue Nov 22 02:50:26 +0000 2016",1769,2037
SpeakerRyan,"RT @HouseGOP: Our #BetterWay agenda puts people back to work, overhauls our tax code, and gets our nation back on the right path https://t.…","Tue Nov 22 02:33:02 +0000 2016",86,0
SpeakerRyan,"Our team in Congress is excited to get to work with the incoming Trump-Pence administration on behalf of the Americ… https://t.co/mh5q1sHEr3","Tue Nov 22 00:05:46 +0000 2016",377,1228
SpeakerRyan,"RT @HouseGOP: We will work to make America the best place to live, to work, to build things, to raise a family. #MAGA https://t.co/FjUxarMk…","Mon Nov 21 23:49:35 +0000 2016",171,0
SpeakerRyan,"RT @SteveScalise: It's time for Conservative ideas to shine. Check out our plans here:
#betterway
https://t.co/dKkh9haZF4","Mon Nov 21 23:34:11 +0000 2016",47,0
SpeakerRyan,"Proud to sign @RepDavidYoung’s bill to help veterans in crisis. https://t.co/QCY6mb1Uvz https://t.co/ZpQ7IsBObd","Mon Nov 21 22:03:25 +0000 2016",189,792
SpeakerRyan,"RT @RepTomEmmer: It is an honor to know @repjohnkline and to have served in Congress with him. He has made all of us in MN very proud! http…","Mon Nov 21 21:47:09 +0000 2016",25,0
SpeakerRyan,"We want to get this economy growing by
✓ Releasing the regulatory chokehold on job creators
✓ Enacting comprehensiv… https://t.co/7OS6IVdVE1","Mon Nov 21 19:12:14 +0000 2016",332,1158
SpeakerRyan,"The first full week as a rep-elect is a busy one. Here are 4 behind-the-scenes photos from freshman orientation.… https://t.co/bJl71dK2SZ","Mon Nov 21 18:37:22 +0000 2016",65,251
SpeakerRyan,"Rep. Sam Johnson is a fearless, selfless public servant. Congrats to him on a well-deserved honor. @SamsPressShop… https://t.co/VhGKX5WwJw","Mon Nov 21 18:18:33 +0000 2016",41,149
SpeakerRyan,"RT @HouseGOP: With our unified #Republican government, we are ready to hit the ground running #MAGA https://t.co/fMRbC4DAF1","Mon Nov 21 18:03:11 +0000 2016",125,0
SpeakerRyan,"The 115th Congress is going to help @realDonaldTrump to fix the nation's big problems. https://t.co/ynRFyoDiN7","Mon Nov 21 16:15:47 +0000 2016",169,643
SpeakerRyan,"RT @DrPhilRoe: .@repjohnkline has served our country tirelessly. I am lucky to call him a friend. https://t.co/LCUYBwmJc3","Mon Nov 21 15:57:28 +0000 2016",21,0
SpeakerRyan,"Hard to match @repjohnkline’s record as chairman of @EdWorkforce. Now his portrait will hang in its hearing room.… https://t.co/AR9iJhXxR3","Mon Nov 21 15:40:25 +0000 2016",54,131
SpeakerRyan,"A top priority of our new, unified #Republican government is building a truly 21st-century VA for our veterans. https://t.co/7RtFcH6pqr","Mon Nov 21 12:41:55 +0000 2016",385,1378
SpeakerRyan,"The country has voted for change, and we are ready to get to work. https://t.co/rJGC12Sf45","Mon Nov 21 00:19:18 +0000 2016",228,1151
SpeakerRyan,"A #BetterWay—and better days—lie ahead for our country. https://t.co/7LuPyTJCbG","Sun Nov 20 23:22:17 +0000 2016",91,433
SpeakerRyan,"This is a time to be grateful for all the men and women who have fought for us. #veterans https://t.co/hB05zy9FTn","Sun Nov 20 20:35:25 +0000 2016",262,1162
SpeakerRyan,"NEWS → We passed a bill to block President Obama from issuing new regulations in the final days of his presidency. https://t.co/00KJjAO3dU","Sun Nov 20 15:08:42 +0000 2016",930,1677
SpeakerRyan,"A major part of our #BetterWay agenda deals with reining in regulations to protect the people at the heart of our e… https://t.co/IZ4oV1Keln","Sun Nov 20 13:47:33 +0000 2016",214,791
SpeakerRyan,"RT @cathymcmorris: Our #BetterWay agenda is filled with ideas to create jobs, grow the economy, and rein in regulation. Learn more: https:/…","Sun Nov 20 13:20:52 +0000 2016",55,0
SpeakerRyan,"As part of our #BetterWay agenda, we propose building a truly 21st-century VA for our #veterans. https://t.co/QCY6mb1Uvz","Sun Nov 20 00:26:37 +0000 2016",278,892
SpeakerRyan,"To every American worried about the direction of our country: We hear you, and we're ready to get to work. https://t.co/qK0065g6n1","Sat Nov 19 20:48:15 +0000 2016",531,2022
SpeakerRyan,"RT @SteveScalise: For eight years America hasn't been allowed to reach its potential. That's going to change. Check out our ideas:
https://…","Sat Nov 19 20:31:10 +0000 2016",108,0
SpeakerRyan,"In order to get our country back on track, we have to be bold, and we have to go big. https://t.co/SvOuWmeA8z","Sat Nov 19 18:18:59 +0000 2016",266,1204
SpeakerRyan,"Our #BetterWay agenda outlines a plan to unleash our energy potential and create American jobs.
https://t.co/UZB8DpBXoe","Sat Nov 19 17:46:57 +0000 2016",56,195
SpeakerRyan,"1 in 3 calls to the VA crisis hotline go unanswered. There is NO excuse for that. https://t.co/hyQPxhmXEr","Sat Nov 19 15:38:08 +0000 2016",627,1337
